DATES,BJTM IJ Equity,BKSL IJ Equity
27/04/2013,455,278.423055
28/04/2013,455,278.423055
29/04/2013,445,283.30767
30/04/2013,435,283.30767
01/05/2013,430,278.423055
02/05/2013,445,283.30767
03/05/2013,430,268.653825
04/05/2013,430,268.653825
05/05/2013,430,268.653825
06/05/2013,435,263.76921
07/05/2013,435,263.76921
08/05/2013,435,263.76921
09/05/2013,435,263.76921
10/05/2013,440,263.76921
11/05/2013,440,263.76921
12/05/2013,440,263.76921
13/05/2013,435,258.884595
14/05/2013,420,258.884595
15/05/2013,425,258.884595
16/05/2013,430,268.653825
17/05/2013,430,268.653825
18/05/2013,430,268.653825
19/05/2013,430,268.653825
20/05/2013,425,273.53844
21/05/2013,440,283.30767
22/05/2013,440,288.192285
23/05/2013,440,297.961515
24/05/2013,435,288.192285
25/05/2013,435,288.192285
26/05/2013,435,288.192285
27/05/2013,445,293.0769
28/05/2013,440,293.0769
29/05/2013,440,293.0769
30/05/2013,435,288.192285
31/05/2013,430,293.0769
01/06/2013,430,293.0769
02/06/2013,430,293.0769
03/06/2013,435,297.961515
04/06/2013,425,288.192285
05/06/2013,425,283.30767
06/06/2013,425,283.30767
07/06/2013,430,288.192285
08/06/2013,430,288.192285
09/06/2013,430,288.192285
10/06/2013,430,278.423055
11/06/2013,425,268.653825
12/06/2013,420,244.23075
13/06/2013,415,244.23075
14/06/2013,425,249.115365
15/06/2013,425,249.115365
16/06/2013,425,249.115365
17/06/2013,430,253.99998
18/06/2013,430,253.99998
19/06/2013,430,258.884595
20/06/2013,425,249.115365
21/06/2013,425,244.23075
22/06/2013,425,244.23075
23/06/2013,425,244.23075
24/06/2013,405,244.23075
25/06/2013,380,239.346135
26/06/2013,380,239.346135
27/06/2013,385,249.115365
28/06/2013,380,244.23075
29/06/2013,380,244.23075
30/06/2013,380,244.23075
01/07/2013,400,239.346135
02/07/2013,400,244.23075
03/07/2013,390,239.346135
04/07/2013,385,234.46152
05/07/2013,385,234.46152
06/07/2013,385,234.46152
07/07/2013,385,234.46152
08/07/2013,385,234.46152
09/07/2013,365,229.576905
10/07/2013,370,224.69229
11/07/2013,375,229.576905
12/07/2013,385,239.346135
13/07/2013,385,239.346135
14/07/2013,385,239.346135
15/07/2013,380,229.576905
16/07/2013,385,229.576905
17/07/2013,385,229.576905
18/07/2013,385,239.346135
19/07/2013,380,244.23075
20/07/2013,380,244.23075
21/07/2013,380,244.23075
22/07/2013,385,239.346135
23/07/2013,380,244.23075
24/07/2013,385,244.23075
25/07/2013,380,239.346135
26/07/2013,390,234.46152
27/07/2013,390,234.46152
28/07/2013,390,234.46152
29/07/2013,390,234.46152
30/07/2013,375,234.46152
31/07/2013,380,244.23075
01/08/2013,375,244.23075
02/08/2013,385,239.346135
03/08/2013,385,239.346135
04/08/2013,385,239.346135
05/08/2013,385,239.346135
06/08/2013,385,239.346135
07/08/2013,385,239.346135
08/08/2013,385,239.346135
09/08/2013,385,239.346135
10/08/2013,385,239.346135
11/08/2013,385,239.346135
12/08/2013,385,239.346135
13/08/2013,380,244.23075
14/08/2013,380,258.884595
15/08/2013,385,263.76921
16/08/2013,380,258.884595
17/08/2013,380,258.884595
18/08/2013,380,258.884595
19/08/2013,375,258.884595
20/08/2013,360,244.23075
21/08/2013,350,234.46152
22/08/2013,345,224.69229
23/08/2013,330,214.92306
24/08/2013,330,214.92306
25/08/2013,330,214.92306
26/08/2013,330,210.038445
27/08/2013,330,205.15383
28/08/2013,305,178.776909
29/08/2013,300,184.638447
30/08/2013,300,185.61537
31/08/2013,300,185.61537
01/09/2013,300,185.61537
02/09/2013,305,190.499985
03/09/2013,300,184.638447
04/09/2013,310,185.61537
05/09/2013,310,182.684601
06/09/2013,305,181.707678
07/09/2013,305,181.707678
08/09/2013,305,181.707678
09/09/2013,310,182.684601
10/09/2013,320,188.546139
11/09/2013,335,205.15383
12/09/2013,320,200.269215
13/09/2013,325,200.269215
14/09/2013,325,200.269215
15/09/2013,325,200.269215
16/09/2013,330,200.269215
17/09/2013,340,205.15383
18/09/2013,345,200.269215
19/09/2013,355,205.15383
20/09/2013,365,219.807675
21/09/2013,365,219.807675
22/09/2013,365,219.807675
23/09/2013,355,200.269215
24/09/2013,360,194.407677
25/09/2013,350,188.546139
26/09/2013,345,188.546139
27/09/2013,350,200.269215
28/09/2013,350,200.269215
29/09/2013,350,200.269215
30/09/2013,350,195.3846
01/10/2013,355,200.269215
02/10/2013,360,200.269215
03/10/2013,355,194.407677
04/10/2013,370,192.453831
05/10/2013,370,192.453831
06/10/2013,370,192.453831
07/10/2013,365,193.430754
08/10/2013,365,187.569216
09/10/2013,375,190.499985
10/10/2013,375,192.453831
11/10/2013,380,195.3846
12/10/2013,380,195.3846
13/10/2013,380,195.3846
14/10/2013,380,195.3846
15/10/2013,380,195.3846
16/10/2013,385,195.3846
17/10/2013,385,200.269215
18/10/2013,380,205.15383
19/10/2013,380,205.15383
20/10/2013,380,205.15383
21/10/2013,380,205.15383
22/10/2013,380,205.15383
23/10/2013,380,205.15383
24/10/2013,375,205.15383
25/10/2013,380,219.807675
26/10/2013,380,219.807675
27/10/2013,380,219.807675
28/10/2013,385,214.92306
29/10/2013,400,219.807675
30/10/2013,395,210.038445
31/10/2013,400,205.15383
01/11/2013,395,205.15383
02/11/2013,395,205.15383
03/11/2013,395,205.15383
04/11/2013,385,195.3846
05/11/2013,385,195.3846
06/11/2013,390,190.499985
07/11/2013,390,192.453831
08/11/2013,395,193.430754
09/11/2013,395,193.430754
10/11/2013,395,193.430754
11/11/2013,395,194.407677
12/11/2013,390,189.523062
13/11/2013,375,183.661524
14/11/2013,375,180.730755
15/11/2013,375,180.730755
16/11/2013,375,180.730755
17/11/2013,375,180.730755
18/11/2013,375,176.823063
19/11/2013,380,174.869217
20/11/2013,385,173.892294
21/11/2013,380,170.961525
22/11/2013,380,172.915371
23/11/2013,380,172.915371
24/11/2013,380,172.915371
25/11/2013,375,175.84614
26/11/2013,380,172.915371
27/11/2013,365,169.984602
28/11/2013,365,171.938448
29/11/2013,365,167.053833
30/11/2013,365,167.053833
01/12/2013,365,167.053833
02/12/2013,360,169.007679
03/12/2013,370,175.84614
04/12/2013,370,171.938448
05/12/2013,365,171.938448
06/12/2013,365,169.007679
07/12/2013,365,169.007679
08/12/2013,365,169.007679
09/12/2013,360,170.961525
10/12/2013,370,168.030756
11/12/2013,370,167.053833
12/12/2013,365,166.07691
13/12/2013,365,165.099987
14/12/2013,365,165.099987
15/12/2013,365,165.099987
16/12/2013,370,164.123064
17/12/2013,365,160.215372
18/12/2013,365,161.192295
19/12/2013,370,165.099987
20/12/2013,365,161.192295
21/12/2013,365,161.192295
22/12/2013,365,161.192295
23/12/2013,365,157.284603
24/12/2013,370,156.30768
25/12/2013,370,156.30768
26/12/2013,370,156.30768
27/12/2013,365,159.238449
28/12/2013,365,159.238449
29/12/2013,365,159.238449
30/12/2013,370,154.353834
31/12/2013,370,154.353834
01/01/2014,370,154.353834
02/01/2014,380,155.330757
03/01/2014,380,157.284603
04/01/2014,380,157.284603
05/01/2014,380,157.284603
06/01/2014,385,155.330757
07/01/2014,385,153.376911
08/01/2014,380,148.492296
09/01/2014,375,148.492296
10/01/2014,374,148.492296
11/01/2014,374,148.492296
12/01/2014,374,148.492296
13/01/2014,371,149.469219
14/01/2014,371,149.469219
15/01/2014,380,159.238449
16/01/2014,385,164.123064
17/01/2014,389,158.261526
18/01/2014,389,158.261526
19/01/2014,389,158.261526
20/01/2014,388,160.215372
21/01/2014,408,161.192295
22/01/2014,412,166.07691
23/01/2014,414,169.007679
24/01/2014,410,165.099987
25/01/2014,410,165.099987
26/01/2014,410,165.099987
27/01/2014,409,157.284603
28/01/2014,400,154.353834
29/01/2014,408,156.30768
30/01/2014,420,152.399988
31/01/2014,420,152.399988
01/02/2014,420,152.399988
02/02/2014,420,152.399988
03/02/2014,431,151.423065
04/02/2014,424,147.515373
05/02/2014,440,149.469219
06/02/2014,450,149.469219
07/02/2014,450,148.492296
08/02/2014,450,148.492296
09/02/2014,450,148.492296
10/02/2014,448,155.330757
11/02/2014,439,159.238449
12/02/2014,449,166.07691
13/02/2014,458,167.053833
14/02/2014,458,167.053833
15/02/2014,458,167.053833
16/02/2014,458,167.053833
17/02/2014,458,171.938448
18/02/2014,456,175.84614
19/02/2014,456,170.961525
20/02/2014,459,167.053833
21/02/2014,456,163.146141
22/02/2014,456,163.146141
23/02/2014,456,163.146141
24/02/2014,463,167.053833
25/02/2014,468,169.007679
26/02/2014,465,164.123064
27/02/2014,457,160.215372
28/02/2014,458,168.030756
01/03/2014,458,168.030756
02/03/2014,458,168.030756
03/03/2014,458,164.123064
04/03/2014,453,163.146141
05/03/2014,458,167.053833
06/03/2014,462,166.07691
07/03/2014,472,170.961525
08/03/2014,472,170.961525
09/03/2014,472,170.961525
10/03/2014,472,168.030756
11/03/2014,468,167.053833
12/03/2014,465,181.707678
13/03/2014,464,181.707678
14/03/2014,465,181.707678
15/03/2014,465,181.707678
16/03/2014,465,181.707678
17/03/2014,470,187.569216
18/03/2014,473,195.3846
19/03/2014,470,194.407677
20/03/2014,469,189.523062
21/03/2014,459,182.684601
22/03/2014,459,182.684601
23/03/2014,459,182.684601
24/03/2014,470,182.684601
25/03/2014,460,179.753832
26/03/2014,464,177.799986
27/03/2014,480,176.823063
28/03/2014,473,178.776909
29/03/2014,473,178.776909
30/03/2014,473,178.776909
31/03/2014,473,178.776909
01/04/2014,476,179.753832
02/04/2014,482,183.661524
03/04/2014,483,182.684601
04/04/2014,487,180.730755
05/04/2014,487,180.730755
06/04/2014,487,180.730755
07/04/2014,485,177.799986
08/04/2014,481,181.707678
09/04/2014,481,181.707678
10/04/2014,478,187.569216
11/04/2014,474,176.823063
12/04/2014,474,176.823063
13/04/2014,474,176.823063
14/04/2014,476,175.84614
15/04/2014,479,182.684601
16/04/2014,477,178.776909
17/04/2014,461,177.799986
18/04/2014,461,177.799986
19/04/2014,461,177.799986
20/04/2014,461,177.799986
21/04/2014,475,176.823063
22/04/2014,475,176.823063
23/04/2014,474,172.915371
24/04/2014,475,167.053833
25/04/2014,477,169.984602
26/04/2014,477,169.984602
27/04/2014,477,169.984602
28/04/2014,485,170.961525
29/04/2014,450,167.053833
30/04/2014,441,169.007679
01/05/2014,441,169.007679
02/05/2014,435,168.030756
03/05/2014,435,168.030756
04/05/2014,435,168.030756
05/05/2014,422,167.053833
06/05/2014,416,166.07691
07/05/2014,407,162.169218
08/05/2014,410,164.123064
09/05/2014,409,163.146141
10/05/2014,409,163.146141
11/05/2014,409,163.146141
12/05/2014,406,154.353834
13/05/2014,413,153.376911
14/05/2014,415,150.446142
15/05/2014,415,150.446142
16/05/2014,419,150.446142
17/05/2014,419,150.446142
18/05/2014,419,150.446142
19/05/2014,416,149.469219
20/05/2014,415,145.561527
21/05/2014,416,136.76922
22/05/2014,430,136.76922
23/05/2014,425,145.561527
24/05/2014,425,145.561527
25/05/2014,425,145.561527
26/05/2014,432,145.561527
27/05/2014,432,145.561527
28/05/2014,428,141.653835
29/05/2014,428,141.653835
30/05/2014,428,145.561527
31/05/2014,428,145.561527
01/06/2014,428,145.561527
02/06/2014,419,142.630758
03/06/2014,428,139.699989
04/06/2014,431,133.838451
05/06/2014,431,132.861528
06/06/2014,423,129.930759
07/06/2014,423,129.930759
08/06/2014,423,129.930759
09/06/2014,418,125.046144
10/06/2014,416,117.23076
11/06/2014,419,119.184606
12/06/2014,422,116.253837
13/06/2014,419,112.346145
14/06/2014,419,112.346145
15/06/2014,419,112.346145
16/06/2014,418,111.369222
17/06/2014,415,107.46153
18/06/2014,415,110.392299
19/06/2014,415,107.46153
20/06/2014,415,101.599992
21/06/2014,415,101.599992
22/06/2014,415,101.599992
23/06/2014,405,96.715377
24/06/2014,409,87.92307
25/06/2014,413,86.946147
26/06/2014,411,84.015378
27/06/2014,410,92.807685
28/06/2014,410,92.807685
29/06/2014,410,92.807685
30/06/2014,408,99.646146
01/07/2014,410,102.576915
02/07/2014,411,97.6923
03/07/2014,410,98.669223
04/07/2014,412,99.646146
05/07/2014,412,99.646146
06/07/2014,412,99.646146
07/07/2014,410,104.530761
08/07/2014,417,123.092298
09/07/2014,417,123.092298
10/07/2014,421,126.99999
11/07/2014,416,117.23076
12/07/2014,416,117.23076
13/07/2014,416,117.23076
14/07/2014,414,120.161529
15/07/2014,412,123.092298
16/07/2014,418,125.046144
17/07/2014,433,129.930759
18/07/2014,420,125.046144
19/07/2014,420,125.046144
20/07/2014,420,125.046144
21/07/2014,433,128.953836
22/07/2014,440,133.838451
23/07/2014,435,126.99999
24/07/2014,431,124.069221
25/07/2014,426,122.115375
26/07/2014,426,122.115375
27/07/2014,426,122.115375
28/07/2014,426,122.115375
29/07/2014,426,122.115375
30/07/2014,426,122.115375
31/07/2014,426,122.115375
01/08/2014,426,122.115375
02/08/2014,426,122.115375
03/08/2014,426,122.115375
04/08/2014,425,107.46153
05/08/2014,423,119.184606
06/08/2014,428,119.184606
07/08/2014,429,124.069221
08/08/2014,430,124.069221
09/08/2014,430,124.069221
10/08/2014,430,124.069221
11/08/2014,435,123.092298
12/08/2014,435,124.069221
13/08/2014,436,122.115375
14/08/2014,436,120.161529
15/08/2014,456,122.115375
16/08/2014,456,122.115375
17/08/2014,456,122.115375
18/08/2014,453,122.115375
19/08/2014,460,121.138452
20/08/2014,458,122.115375
21/08/2014,457,121.138452
22/08/2014,457,122.115375
23/08/2014,457,122.115375
24/08/2014,457,122.115375
25/08/2014,447,120.161529
26/08/2014,446,119.184606
27/08/2014,445,112.346145
28/08/2014,443,114.299991
29/08/2014,447,116.253837
30/08/2014,447,116.253837
31/08/2014,447,116.253837
01/09/2014,452,117.23076
02/09/2014,445,115.276914
03/09/2014,455,114.299991
04/09/2014,453,116.253837
05/09/2014,455,114.299991
06/09/2014,455,114.299991
07/09/2014,455,114.299991
08/09/2014,457,114.299991
09/09/2014,456,114.299991
10/09/2014,445,112.346145
11/09/2014,444,109.415376
12/09/2014,443,110.392299
13/09/2014,443,110.392299
14/09/2014,443,110.392299
15/09/2014,443,109.415376
16/09/2014,446,110.392299
17/09/2014,445,110.392299
18/09/2014,445,112.346145
19/09/2014,446,110.392299
20/09/2014,446,110.392299
21/09/2014,446,110.392299
22/09/2014,448,110.392299
23/09/2014,444,110.392299
24/09/2014,442,108.438453
25/09/2014,442,109.415376
26/09/2014,440,106.484607
27/09/2014,440,106.484607
28/09/2014,440,106.484607
29/09/2014,435,100.623069
30/09/2014,432,99.646146
01/10/2014,433,87.92307
02/10/2014,430,89.876916
03/10/2014,434,87.92307
04/10/2014,434,87.92307
05/10/2014,434,87.92307
06/10/2014,436,82.061532
07/10/2014,441,84.015378
08/10/2014,439,85.969224
09/10/2014,437,92.807685
10/10/2014,436,87.92307
11/10/2014,436,87.92307
12/10/2014,436,87.92307
13/10/2014,435,86.946147
14/10/2014,435,83.038455
15/10/2014,435,86.946147
16/10/2014,434,84.992301
17/10/2014,435,85.969224
18/10/2014,435,85.969224
19/10/2014,435,85.969224
20/10/2014,444,87.92307
21/10/2014,442,85.969224
22/10/2014,442,85.969224
23/10/2014,438,85.969224
24/10/2014,440,92.807685
25/10/2014,440,92.807685
26/10/2014,440,92.807685
27/10/2014,436,89.876916
28/10/2014,435,86.946147
29/10/2014,430,86.946147
30/10/2014,429,86.946147
31/10/2014,435,88.899993
01/11/2014,435,88.899993
02/11/2014,435,88.899993
03/11/2014,434,87.92307
04/11/2014,433,86.946147
05/11/2014,426,85.969224
06/11/2014,419,85.969224
07/11/2014,421,84.015378
08/11/2014,421,84.015378
09/11/2014,421,84.015378
10/11/2014,419,84.015378
11/11/2014,417,84.015378
12/11/2014,417,84.992301
13/11/2014,418,84.992301
14/11/2014,420,85.969224
15/11/2014,420,85.969224
16/11/2014,420,85.969224
17/11/2014,416,86.946147
18/11/2014,415,86.946147
19/11/2014,420,90.853839
20/11/2014,424,96.715377
21/11/2014,424,103.553838
22/11/2014,424,103.553838
23/11/2014,424,103.553838
24/11/2014,430,105.507684
25/11/2014,430,100.623069
26/11/2014,427,100.623069
27/11/2014,432,103.553838
28/11/2014,445,103.553838
29/11/2014,445,103.553838
30/11/2014,445,103.553838
01/12/2014,455,112.346145
02/12/2014,459,111.369222
03/12/2014,463,112.346145
04/12/2014,459,112.346145
05/12/2014,457,111.369222
06/12/2014,457,111.369222
07/12/2014,457,111.369222
08/12/2014,464,106.484607
09/12/2014,460,99.646146
10/12/2014,462,102.576915
11/12/2014,461,109.415376
12/12/2014,464,113.323068
13/12/2014,464,113.323068
14/12/2014,464,113.323068
15/12/2014,458,110.392299
16/12/2014,448,105.507684
17/12/2014,461,100.623069
18/12/2014,461,104.530761
19/12/2014,463,107.46153
20/12/2014,463,107.46153
21/12/2014,463,107.46153
22/12/2014,469,104.530761
23/12/2014,461,101.599992
24/12/2014,461,102.576915
25/12/2014,461,102.576915
26/12/2014,461,102.576915
27/12/2014,461,102.576915
28/12/2014,461,102.576915
29/12/2014,462,104.530761
30/12/2014,463,104.530761
31/12/2014,463,104.530761
01/01/2015,463,104.530761
02/01/2015,461,102.576915
03/01/2015,461,102.576915
04/01/2015,461,102.576915
05/01/2015,467,107.46153
06/01/2015,480,103.553838
07/01/2015,476,101.599992
08/01/2015,488,107.46153
09/01/2015,500,106.484607
10/01/2015,500,106.484607
11/01/2015,500,106.484607
12/01/2015,496,114.299991
13/01/2015,505,111.369222
14/01/2015,510,115.276914
15/01/2015,505,110.392299
16/01/2015,510,112.346145
17/01/2015,510,112.346145
18/01/2015,510,112.346145
19/01/2015,505,111.369222
20/01/2015,510,112.346145
21/01/2015,510,110.392299
22/01/2015,515,108.438453
23/01/2015,510,115.276914
24/01/2015,510,115.276914
25/01/2015,510,115.276914
26/01/2015,510,112.346145
27/01/2015,510,110.392299
28/01/2015,515,110.392299
29/01/2015,525,110.392299
30/01/2015,520,115.276914
31/01/2015,520,115.276914
01/02/2015,520,115.276914
02/02/2015,520,112.346145
03/02/2015,530,111.369222
04/02/2015,535,112.346145
05/02/2015,550,111.369222
06/02/2015,555,111.369222
07/02/2015,555,111.369222
08/02/2015,555,111.369222
09/02/2015,550,114.299991
10/02/2015,550,115.276914
11/02/2015,545,124.069221
12/02/2015,545,121.138452
13/02/2015,540,124.069221
14/02/2015,540,124.069221
15/02/2015,540,124.069221
16/02/2015,530,122.115375
17/02/2015,530,118.207683
18/02/2015,545,120.161529
19/02/2015,545,120.161529
20/02/2015,545,126.023067
21/02/2015,545,126.023067
22/02/2015,545,126.023067
23/02/2015,555,130.907682
24/02/2015,540,131.884605
25/02/2015,530,141.653835
26/02/2015,550,138.723066
27/02/2015,545,142.630758
28/02/2015,545,142.630758
01/03/2015,545,142.630758
02/03/2015,545,141.653835
03/03/2015,545,140.676912
04/03/2015,550,130.907682
05/03/2015,550,129.930759
06/03/2015,545,129.930759
07/03/2015,545,129.930759
08/03/2015,545,129.930759
09/03/2015,535,130.907682
10/03/2015,535,130.907682
11/03/2015,535,129.930759
12/03/2015,535,128.953836
13/03/2015,530,129.930759
14/03/2015,530,129.930759
15/03/2015,530,129.930759
16/03/2015,525,127.976913
17/03/2015,525,127.976913
18/03/2015,540,130.907682
19/03/2015,540,132.861528
20/03/2015,525,130.907682
21/03/2015,525,130.907682
22/03/2015,525,130.907682
23/03/2015,540,129.930759
24/03/2015,540,126.99999
25/03/2015,520,123.092298
26/03/2015,520,115.276914
27/03/2015,520,111.369222
28/03/2015,520,111.369222
29/03/2015,520,111.369222
30/03/2015,530,115.276914
31/03/2015,545,120.161529
01/04/2015,550,117.23076
02/04/2015,550,117.23076
