DATES,BJTM IJ Equity,BKSL IJ Equity
03/03/2013,445,288.192285
04/03/2013,440,283.30767
05/03/2013,440,297.961515
06/03/2013,440,302.84613
07/03/2013,435,327.269205
08/03/2013,440,317.499975
09/03/2013,440,317.499975
10/03/2013,440,317.499975
11/03/2013,465,307.730745
12/03/2013,465,307.730745
13/03/2013,475,302.84613
14/03/2013,475,302.84613
15/03/2013,475,302.84613
16/03/2013,475,302.84613
17/03/2013,475,302.84613
18/03/2013,465,293.0769
19/03/2013,480,288.192285
20/03/2013,490,302.84613
21/03/2013,495,297.961515
22/03/2013,480,288.192285
23/03/2013,480,288.192285
24/03/2013,480,288.192285
25/03/2013,490,297.961515
26/03/2013,520,307.730745
27/03/2013,510,307.730745
28/03/2013,520,302.84613
29/03/2013,520,302.84613
30/03/2013,520,302.84613
31/03/2013,520,302.84613
01/04/2013,520,307.730745
02/04/2013,520,297.961515
03/04/2013,510,268.653825
04/04/2013,510,273.53844
05/04/2013,520,278.423055
06/04/2013,520,278.423055
07/04/2013,520,278.423055
08/04/2013,520,273.53844
09/04/2013,510,268.653825
10/04/2013,500,268.653825
11/04/2013,510,268.653825
12/04/2013,510,268.653825
13/04/2013,510,268.653825
14/04/2013,510,268.653825
15/04/2013,510,268.653825
16/04/2013,510,263.76921
17/04/2013,520,253.99998
18/04/2013,510,249.115365
19/04/2013,470,253.99998
20/04/2013,470,253.99998
21/04/2013,470,253.99998
22/04/2013,465,249.115365
23/04/2013,455,249.115365
24/04/2013,455,268.653825
25/04/2013,450,283.30767
26/04/2013,445,283.30767
27/04/2013,445,283.30767
28/04/2013,445,283.30767
29/04/2013,435,283.30767
30/04/2013,430,278.423055
01/05/2013,440,283.30767
02/05/2013,430,268.653825
03/05/2013,430,258.884595
04/05/2013,430,258.884595
05/05/2013,430,258.884595
06/05/2013,435,263.76921
07/05/2013,430,263.76921
08/05/2013,440,263.76921
09/05/2013,440,263.76921
10/05/2013,435,258.884595
11/05/2013,435,258.884595
12/05/2013,435,258.884595
13/05/2013,420,258.884595
14/05/2013,420,258.884595
15/05/2013,430,268.653825
16/05/2013,425,268.653825
17/05/2013,425,273.53844
18/05/2013,425,273.53844
19/05/2013,425,273.53844
20/05/2013,440,283.30767
21/05/2013,435,288.192285
22/05/2013,440,297.961515
23/05/2013,435,288.192285
24/05/2013,445,293.0769
25/05/2013,445,293.0769
26/05/2013,445,293.0769
27/05/2013,440,293.0769
28/05/2013,440,293.0769
29/05/2013,435,293.0769
30/05/2013,425,293.0769
31/05/2013,435,297.961515
01/06/2013,435,297.961515
02/06/2013,435,297.961515
03/06/2013,425,288.192285
04/06/2013,425,283.30767
05/06/2013,430,288.192285
06/06/2013,430,288.192285
07/06/2013,430,273.53844
08/06/2013,430,273.53844
09/06/2013,430,273.53844
10/06/2013,425,263.76921
11/06/2013,420,244.23075
12/06/2013,420,253.99998
13/06/2013,425,244.23075
14/06/2013,430,253.99998
15/06/2013,430,253.99998
16/06/2013,430,253.99998
17/06/2013,430,249.115365
18/06/2013,430,258.884595
19/06/2013,430,253.99998
20/06/2013,435,249.115365
21/06/2013,405,249.115365
22/06/2013,405,249.115365
23/06/2013,405,249.115365
24/06/2013,385,239.346135
25/06/2013,375,239.346135
26/06/2013,380,244.23075
27/06/2013,380,239.346135
28/06/2013,395,239.346135
29/06/2013,395,239.346135
30/06/2013,395,239.346135
01/07/2013,395,244.23075
02/07/2013,395,239.346135
03/07/2013,385,234.46152
04/07/2013,380,234.46152
05/07/2013,385,234.46152
06/07/2013,385,234.46152
07/07/2013,385,234.46152
08/07/2013,365,234.46152
09/07/2013,370,224.69229
10/07/2013,370,229.576905
11/07/2013,380,234.46152
12/07/2013,380,234.46152
13/07/2013,380,234.46152
14/07/2013,380,234.46152
15/07/2013,385,224.69229
16/07/2013,385,229.576905
17/07/2013,385,239.346135
18/07/2013,380,244.23075
19/07/2013,385,239.346135
20/07/2013,385,239.346135
21/07/2013,385,239.346135
22/07/2013,380,244.23075
23/07/2013,385,244.23075
24/07/2013,380,239.346135
25/07/2013,390,239.346135
26/07/2013,390,234.46152
27/07/2013,390,234.46152
28/07/2013,390,234.46152
29/07/2013,375,239.346135
30/07/2013,380,244.23075
31/07/2013,375,244.23075
01/08/2013,385,239.346135
02/08/2013,385,239.346135
03/08/2013,385,239.346135
04/08/2013,385,239.346135
05/08/2013,385,239.346135
06/08/2013,385,239.346135
07/08/2013,385,239.346135
08/08/2013,385,239.346135
09/08/2013,385,239.346135
10/08/2013,385,239.346135
11/08/2013,385,239.346135
12/08/2013,380,249.115365
13/08/2013,380,258.884595
14/08/2013,385,263.76921
15/08/2013,380,263.76921
16/08/2013,375,268.653825
17/08/2013,375,268.653825
18/08/2013,375,268.653825
19/08/2013,360,249.115365
20/08/2013,350,234.46152
21/08/2013,350,224.69229
22/08/2013,325,214.92306
23/08/2013,330,210.038445
24/08/2013,330,210.038445
25/08/2013,330,210.038445
26/08/2013,335,205.15383
27/08/2013,315,184.638447
28/08/2013,300,181.707678
29/08/2013,300,185.61537
30/08/2013,305,190.499985
31/08/2013,305,190.499985
01/09/2013,305,190.499985
02/09/2013,300,183.661524
03/09/2013,310,186.592293
04/09/2013,310,181.707678
05/09/2013,305,178.776909
06/09/2013,305,178.776909
07/09/2013,305,178.776909
08/09/2013,305,178.776909
09/09/2013,320,186.592293
10/09/2013,330,200.269215
11/09/2013,320,195.3846
12/09/2013,325,200.269215
13/09/2013,325,195.3846
14/09/2013,325,195.3846
15/09/2013,325,195.3846
16/09/2013,340,205.15383
17/09/2013,340,200.269215
18/09/2013,350,205.15383
19/09/2013,360,219.807675
20/09/2013,365,205.15383
21/09/2013,365,205.15383
22/09/2013,365,205.15383
23/09/2013,365,195.3846
24/09/2013,350,188.546139
25/09/2013,345,188.546139
26/09/2013,345,200.269215
27/09/2013,355,200.269215
28/09/2013,355,200.269215
29/09/2013,355,200.269215
30/09/2013,360,200.269215
01/10/2013,355,200.269215
02/10/2013,360,194.407677
03/10/2013,370,194.407677
04/10/2013,365,192.453831
05/10/2013,365,192.453831
06/10/2013,365,192.453831
07/10/2013,365,187.569216
08/10/2013,375,191.476908
09/10/2013,375,191.476908
10/10/2013,375,192.453831
11/10/2013,385,195.3846
12/10/2013,385,195.3846
13/10/2013,385,195.3846
14/10/2013,385,195.3846
15/10/2013,385,195.3846
16/10/2013,385,195.3846
17/10/2013,380,205.15383
18/10/2013,380,200.269215
19/10/2013,380,200.269215
20/10/2013,380,200.269215
21/10/2013,375,205.15383
22/10/2013,380,205.15383
23/10/2013,375,205.15383
24/10/2013,380,219.807675
25/10/2013,385,214.92306
26/10/2013,385,214.92306
27/10/2013,385,214.92306
28/10/2013,395,219.807675
29/10/2013,390,210.038445
30/10/2013,400,210.038445
31/10/2013,395,210.038445
01/11/2013,385,195.3846
02/11/2013,385,195.3846
03/11/2013,385,195.3846
04/11/2013,390,192.453831
05/11/2013,390,192.453831
06/11/2013,385,191.476908
07/11/2013,395,194.407677
08/11/2013,395,194.407677
09/11/2013,395,194.407677
10/11/2013,395,194.407677
11/11/2013,390,191.476908
12/11/2013,375,183.661524
13/11/2013,370,177.799986
14/11/2013,370,177.799986
15/11/2013,375,175.84614
16/11/2013,375,175.84614
17/11/2013,375,175.84614
18/11/2013,380,173.892294
19/11/2013,385,171.938448
20/11/2013,380,171.938448
21/11/2013,380,169.984602
22/11/2013,380,173.892294
23/11/2013,380,173.892294
24/11/2013,380,173.892294
25/11/2013,380,172.915371
26/11/2013,365,169.984602
27/11/2013,360,170.961525
28/11/2013,355,168.030756
29/11/2013,360,169.007679
30/11/2013,360,169.007679
01/12/2013,360,169.007679
02/12/2013,370,174.869217
03/12/2013,370,172.915371
04/12/2013,370,173.892294
05/12/2013,365,169.007679
06/12/2013,365,168.030756
07/12/2013,365,168.030756
08/12/2013,365,168.030756
09/12/2013,370,167.053833
10/12/2013,370,167.053833
11/12/2013,370,167.053833
12/12/2013,370,166.07691
13/12/2013,365,164.123064
14/12/2013,365,164.123064
15/12/2013,365,164.123064
16/12/2013,365,158.261526
17/12/2013,370,160.215372
18/12/2013,370,162.169218
19/12/2013,365,161.192295
20/12/2013,365,157.284603
21/12/2013,365,157.284603
22/12/2013,365,157.284603
23/12/2013,370,156.30768
24/12/2013,370,156.30768
25/12/2013,370,156.30768
26/12/2013,370,156.30768
27/12/2013,375,153.376911
28/12/2013,375,153.376911
29/12/2013,375,153.376911
30/12/2013,375,153.376911
31/12/2013,375,153.376911
01/01/2014,375,153.376911
02/01/2014,380,158.261526
03/01/2014,385,155.330757
04/01/2014,385,155.330757
05/01/2014,385,155.330757
06/01/2014,384,152.399988
07/01/2014,375,147.515373
08/01/2014,373,149.469219
09/01/2014,375,148.492296
10/01/2014,370,149.469219
11/01/2014,370,149.469219
12/01/2014,370,149.469219
13/01/2014,379,157.284603
14/01/2014,379,157.284603
15/01/2014,383,164.123064
16/01/2014,386,160.215372
17/01/2014,386,160.215372
18/01/2014,386,160.215372
19/01/2014,386,160.215372
20/01/2014,405,160.215372
21/01/2014,412,165.099987
22/01/2014,414,168.030756
23/01/2014,416,167.053833
24/01/2014,411,161.192295
25/01/2014,411,161.192295
26/01/2014,411,161.192295
27/01/2014,400,155.330757
28/01/2014,408,155.330757
29/01/2014,425,155.330757
30/01/2014,431,151.423065
31/01/2014,431,151.423065
01/02/2014,431,151.423065
02/02/2014,431,151.423065
03/02/2014,427,150.446142
04/02/2014,440,148.492296
05/02/2014,450,146.53845
06/02/2014,449,147.515373
07/02/2014,448,153.376911
08/02/2014,448,153.376911
09/02/2014,448,153.376911
10/02/2014,439,158.261526
11/02/2014,449,163.146141
12/02/2014,458,168.030756
13/02/2014,455,165.099987
14/02/2014,457,169.984602
15/02/2014,457,169.984602
16/02/2014,457,169.984602
17/02/2014,455,173.892294
18/02/2014,456,170.961525
19/02/2014,460,168.030756
20/02/2014,455,162.169218
21/02/2014,463,167.053833
22/02/2014,463,167.053833
23/02/2014,463,167.053833
24/02/2014,466,167.053833
25/02/2014,466,164.123064
26/02/2014,457,160.215372
27/02/2014,458,167.053833
28/02/2014,458,166.07691
01/03/2014,458,166.07691
02/03/2014,458,166.07691
03/03/2014,455,163.146141
04/03/2014,457,166.07691
05/03/2014,460,166.07691
06/03/2014,472,169.007679
07/03/2014,472,169.007679
08/03/2014,472,169.007679
09/03/2014,472,169.007679
10/03/2014,468,167.053833
11/03/2014,467,182.684601
12/03/2014,464,179.753832
13/03/2014,467,183.661524
14/03/2014,470,185.61537
15/03/2014,470,185.61537
16/03/2014,470,185.61537
17/03/2014,470,193.430754
18/03/2014,470,193.430754
19/03/2014,470,192.453831
20/03/2014,459,179.753832
21/03/2014,475,181.707678
22/03/2014,475,181.707678
23/03/2014,475,181.707678
24/03/2014,460,179.753832
25/03/2014,463,174.869217
26/03/2014,468,177.799986
27/03/2014,473,178.776909
28/03/2014,475,176.823063
29/03/2014,475,176.823063
30/03/2014,475,176.823063
31/03/2014,475,176.823063
01/04/2014,481,181.707678
02/04/2014,481,181.707678
03/04/2014,486,180.730755
04/04/2014,485,178.776909
05/04/2014,485,178.776909
06/04/2014,485,178.776909
07/04/2014,479,181.707678
08/04/2014,475,187.569216
09/04/2014,475,187.569216
10/04/2014,470,179.753832
11/04/2014,474,177.799986
12/04/2014,474,177.799986
13/04/2014,474,177.799986
14/04/2014,477,180.730755
15/04/2014,476,178.776909
16/04/2014,475,177.799986
17/04/2014,474,175.84614
18/04/2014,474,175.84614
19/04/2014,474,175.84614
20/04/2014,474,175.84614
21/04/2014,475,175.84614
22/04/2014,472,171.938448
23/04/2014,475,167.053833
24/04/2014,476,169.984602
25/04/2014,483,170.961525
26/04/2014,483,170.961525
27/04/2014,483,170.961525
28/04/2014,481,166.07691
29/04/2014,441,167.053833
30/04/2014,434,168.030756
01/05/2014,434,168.030756
02/05/2014,422,167.053833
03/05/2014,422,167.053833
04/05/2014,422,167.053833
05/05/2014,416,166.07691
06/05/2014,407,162.169218
07/05/2014,408,164.123064
08/05/2014,407,163.146141
09/05/2014,404,154.353834
10/05/2014,404,154.353834
11/05/2014,404,154.353834
12/05/2014,409,152.399988
13/05/2014,415,150.446142
14/05/2014,418,150.446142
15/05/2014,418,150.446142
16/05/2014,416,148.492296
17/05/2014,416,148.492296
18/05/2014,416,148.492296
19/05/2014,415,144.584604
20/05/2014,412,136.76922
21/05/2014,426,135.792297
22/05/2014,430,144.584604
23/05/2014,430,143.607681
24/05/2014,430,143.607681
25/05/2014,430,143.607681
26/05/2014,425,141.653835
27/05/2014,425,141.653835
28/05/2014,427,144.584604
29/05/2014,427,144.584604
30/05/2014,425,143.607681
31/05/2014,425,143.607681
01/06/2014,425,143.607681
02/06/2014,427,140.676912
03/06/2014,431,133.838451
04/06/2014,429,132.861528
05/06/2014,423,129.930759
06/06/2014,418,125.046144
07/06/2014,418,125.046144
08/06/2014,418,125.046144
09/06/2014,415,116.253837
10/06/2014,418,118.207683
11/06/2014,420,116.253837
12/06/2014,420,113.323068
13/06/2014,418,111.369222
14/06/2014,418,111.369222
15/06/2014,418,111.369222
16/06/2014,416,107.46153
17/06/2014,415,109.415376
18/06/2014,415,106.484607
19/06/2014,414,101.599992
20/06/2014,405,96.715377
21/06/2014,405,96.715377
22/06/2014,405,96.715377
23/06/2014,409,89.876916
24/06/2014,414,86.946147
25/06/2014,408,83.038455
26/06/2014,408,90.853839
27/06/2014,409,96.715377
28/06/2014,409,96.715377
29/06/2014,409,96.715377
30/06/2014,408,103.553838
01/07/2014,408,96.715377
02/07/2014,410,96.715377
03/07/2014,409,98.669223
04/07/2014,409,102.576915
05/07/2014,409,102.576915
06/07/2014,409,102.576915
07/07/2014,416,122.115375
08/07/2014,420,125.046144
09/07/2014,420,125.046144
10/07/2014,416,116.253837
11/07/2014,414,119.184606
12/07/2014,414,119.184606
13/07/2014,414,119.184606
14/07/2014,412,122.115375
15/07/2014,418,123.092298
16/07/2014,432,128.953836
17/07/2014,425,126.023067
18/07/2014,432,126.99999
19/07/2014,432,126.99999
20/07/2014,432,126.99999
21/07/2014,438,132.861528
22/07/2014,430,126.023067
23/07/2014,431,124.069221
24/07/2014,433,122.115375
25/07/2014,427,116.253837
26/07/2014,427,116.253837
27/07/2014,427,116.253837
28/07/2014,427,116.253837
29/07/2014,427,116.253837
30/07/2014,427,116.253837
31/07/2014,427,116.253837
01/08/2014,427,116.253837
02/08/2014,427,116.253837
03/08/2014,427,116.253837
04/08/2014,423,117.23076
05/08/2014,429,119.184606
06/08/2014,430,119.184606
07/08/2014,431,125.046144
08/08/2014,433,121.138452
09/08/2014,433,121.138452
10/08/2014,433,121.138452
11/08/2014,433,124.069221
12/08/2014,434,122.115375
13/08/2014,436,122.115375
14/08/2014,456,122.115375
15/08/2014,451,121.138452
16/08/2014,451,121.138452
17/08/2014,451,121.138452
18/08/2014,459,120.161529
19/08/2014,458,122.115375
20/08/2014,456,120.161529
21/08/2014,456,120.161529
22/08/2014,447,120.161529
23/08/2014,447,120.161529
24/08/2014,447,120.161529
25/08/2014,446,117.23076
26/08/2014,442,114.299991
27/08/2014,442,114.299991
28/08/2014,447,116.253837
29/08/2014,449,116.253837
30/08/2014,449,116.253837
31/08/2014,449,116.253837
01/09/2014,447,114.299991
02/09/2014,455,114.299991
03/09/2014,453,116.253837
04/09/2014,455,114.299991
05/09/2014,456,114.299991
06/09/2014,456,114.299991
07/09/2014,456,114.299991
08/09/2014,456,114.299991
09/09/2014,450,112.346145
10/09/2014,443,109.415376
11/09/2014,443,110.392299
12/09/2014,443,109.415376
13/09/2014,443,109.415376
14/09/2014,443,109.415376
15/09/2014,444,109.415376
16/09/2014,444,109.415376
17/09/2014,444,112.346145
18/09/2014,444,109.415376
19/09/2014,450,110.392299
20/09/2014,450,110.392299
21/09/2014,450,110.392299
22/09/2014,445,110.392299
23/09/2014,443,108.438453
24/09/2014,442,108.438453
25/09/2014,440,107.46153
26/09/2014,435,100.623069
27/09/2014,435,100.623069
28/09/2014,435,100.623069
29/09/2014,433,100.623069
30/09/2014,434,98.669223
01/10/2014,438,91.830762
02/10/2014,436,84.992301
03/10/2014,436,81.084609
04/10/2014,436,81.084609
05/10/2014,436,81.084609
06/10/2014,440,84.015378
07/10/2014,440,87.92307
08/10/2014,437,90.853839
09/10/2014,436,89.876916
10/10/2014,435,86.946147
11/10/2014,435,86.946147
12/10/2014,435,86.946147
13/10/2014,434,84.992301
14/10/2014,435,84.992301
15/10/2014,434,85.969224
16/10/2014,433,84.015378
17/10/2014,441,85.969224
18/10/2014,441,85.969224
19/10/2014,441,85.969224
20/10/2014,440,85.969224
21/10/2014,441,84.992301
22/10/2014,439,85.969224
23/10/2014,438,91.830762
24/10/2014,436,89.876916
25/10/2014,436,89.876916
26/10/2014,436,89.876916
27/10/2014,430,86.946147
28/10/2014,428,85.969224
29/10/2014,429,85.969224
30/10/2014,431,86.946147
31/10/2014,434,86.946147
01/11/2014,434,86.946147
02/11/2014,434,86.946147
03/11/2014,426,86.946147
04/11/2014,426,86.946147
05/11/2014,419,84.992301
06/11/2014,421,84.015378
07/11/2014,419,84.015378
08/11/2014,419,84.015378
09/11/2014,419,84.015378
10/11/2014,417,84.015378
11/11/2014,418,84.992301
12/11/2014,417,84.992301
13/11/2014,416,85.969224
14/11/2014,412,85.969224
15/11/2014,412,85.969224
16/11/2014,412,85.969224
17/11/2014,409,85.969224
18/11/2014,417,88.899993
19/11/2014,419,95.738454
20/11/2014,426,103.553838
21/11/2014,426,104.530761
22/11/2014,426,104.530761
23/11/2014,426,104.530761
24/11/2014,426,99.646146
25/11/2014,425,100.623069
26/11/2014,432,102.576915
27/11/2014,448,103.553838
28/11/2014,454,112.346145
29/11/2014,454,112.346145
30/11/2014,454,112.346145
01/12/2014,459,111.369222
02/12/2014,462,111.369222
03/12/2014,461,112.346145
04/12/2014,457,111.369222
05/12/2014,462,105.507684
06/12/2014,462,105.507684
07/12/2014,462,105.507684
08/12/2014,460,99.646146
09/12/2014,461,102.576915
10/12/2014,462,112.346145
11/12/2014,462,112.346145
12/12/2014,460,110.392299
13/12/2014,460,110.392299
14/12/2014,460,110.392299
15/12/2014,450,106.484607
16/12/2014,460,99.646146
17/12/2014,460,103.553838
18/12/2014,460,103.553838
19/12/2014,468,103.553838
20/12/2014,468,103.553838
21/12/2014,468,103.553838
22/12/2014,461,101.599992
23/12/2014,462,101.599992
24/12/2014,460,102.576915
25/12/2014,460,102.576915
26/12/2014,460,102.576915
27/12/2014,460,102.576915
28/12/2014,460,102.576915
29/12/2014,464,103.553838
30/12/2014,460,101.599992
31/12/2014,460,101.599992
01/01/2015,460,101.599992
02/01/2015,469,107.46153
03/01/2015,469,107.46153
04/01/2015,469,107.46153
05/01/2015,478,105.507684
06/01/2015,475,102.576915
07/01/2015,485,106.484607
08/01/2015,499,105.507684
09/01/2015,496,114.299991
10/01/2015,496,114.299991
11/01/2015,496,114.299991
12/01/2015,505,111.369222
13/01/2015,505,115.276914
14/01/2015,505,109.415376
15/01/2015,510,112.346145
16/01/2015,505,110.392299
17/01/2015,505,110.392299
18/01/2015,505,110.392299
19/01/2015,510,110.392299
20/01/2015,515,109.415376
21/01/2015,515,108.438453
22/01/2015,510,112.346145
23/01/2015,510,112.346145
24/01/2015,510,112.346145
25/01/2015,510,112.346145
26/01/2015,510,110.392299
27/01/2015,515,110.392299
28/01/2015,520,111.369222
29/01/2015,520,114.299991
30/01/2015,520,112.346145
31/01/2015,520,112.346145
01/02/2015,520,112.346145
02/02/2015,530,110.392299
03/02/2015,535,111.369222
04/02/2015,550,111.369222
05/02/2015,555,110.392299
06/02/2015,550,114.299991
07/02/2015,550,114.299991
08/02/2015,550,114.299991
09/02/2015,550,114.299991
10/02/2015,550,123.092298
11/02/2015,540,121.138452
12/02/2015,530,123.092298
13/02/2015,530,121.138452
14/02/2015,530,121.138452
15/02/2015,530,121.138452
16/02/2015,525,118.207683
17/02/2015,525,118.207683
18/02/2015,545,125.046144
19/02/2015,545,125.046144
20/02/2015,550,129.930759
21/02/2015,550,129.930759
22/02/2015,550,129.930759
23/02/2015,540,130.907682
24/02/2015,550,140.676912
25/02/2015,550,140.676912
26/02/2015,545,142.630758
27/02/2015,545,141.653835
28/02/2015,545,141.653835
01/03/2015,545,141.653835
02/03/2015,545,139.699989
03/03/2015,550,130.907682
04/03/2015,550,129.930759
05/03/2015,540,129.930759
06/03/2015,545,129.930759
07/03/2015,545,129.930759
08/03/2015,545,129.930759
09/03/2015,535,129.930759
10/03/2015,540,130.907682
11/03/2015,535,128.953836
12/03/2015,530,127.976913
13/03/2015,525,127.976913
14/03/2015,525,127.976913
15/03/2015,525,127.976913
16/03/2015,520,126.99999
17/03/2015,525,130.907682
18/03/2015,525,130.907682
19/03/2015,525,131.884605
20/03/2015,535,128.953836
21/03/2015,535,128.953836
22/03/2015,535,128.953836
23/03/2015,535,126.023067
24/03/2015,530,123.092298
25/03/2015,520,116.253837
26/03/2015,520,110.392299
27/03/2015,525,116.253837
28/03/2015,525,116.253837
29/03/2015,525,116.253837
30/03/2015,535,119.184606
31/03/2015,550,118.207683
01/04/2015,550,117.23076
02/04/2015,570,118.207683
